sale_id,customer_id,product_id,order_date,revenue,quantity
33,TB-21520,OFF-BI-10001525,17/09/2016,6.858,1
34,TB-21520,OFF-AR-10001683,17/09/2016,15.76,1
35,MA-17560,OFF-PA-10000249,19/10/2018,29.472,1
36,GH-14485,TEC-PH-10004977,08/12/2017,1097.544,1
37,GH-14485,FUR-FU-10003664,08/12/2017,190.92,1
38,SN-20710,OFF-EN-10002986,27/12/2016,113.328,1
39,SN-20710,FUR-BO-10002545,27/12/2016,532.3992,1
40,SN-20710,FUR-CH-10004218,27/12/2016,212.058,1
41,SN-20710,TEC-PH-10000486,27/12/2016,371.168,1
42,LC-16930,TEC-PH-10004093,10/09/2018,147.168,1
43,RA-19885,OFF-ST-10003479,17/07/2017,77.88,1
44,ES-14080,OFF-ST-10003282,19/09/2018,95.616,1
45,ON-18715,TEC-AC-10000171,11/03/2017,45.98,1
46,ON-18715,OFF-BI-10003291,11/03/2017,17.46,1
47,PO-18865,OFF-ST-10001713,20/10/2015,211.96,1
48,LH-16900,TEC-AC-10002167,20/06/2017,45.0,1
49,LH-16900,TEC-PH-10003988,20/06/2017,21.8,1
50,DP-13000,OFF-BI-10004410,18/04/2016,38.22,1
51,DP-13000,OFF-LA-10002762,18/04/2016,75.18,1
52,DP-13000,FUR-FU-10001706,18/04/2016,6.16,1
53,DP-13000,FUR-CH-10003061,18/04/2016,89.99,1
54,JM-15265,OFF-FA-10000304,11/12/2017,15.26,1
55,JM-15265,TEC-PH-10002447,11/12/2017,1029.95,1
56,TB-21055,OFF-ST-10000604,17/06/2017,208.56,1
57,TB-21055,OFF-PA-10001569,17/06/2017,32.4,1
58,TB-21055,FUR-CH-10003968,17/06/2017,319.41,1
59,TB-21055,OFF-PA-10000587,17/06/2017,14.56,1
60,TB-21055,TEC-AC-10002167,17/06/2017,30.0,1
61,TB-21055,OFF-BI-10001460,17/06/2017,48.48,1
62,TB-21055,OFF-AR-10001868,17/06/2017,1.68,1
63,KM-16720,TEC-AC-10004633,24/11/2016,13.98,1
64,KM-16720,OFF-BI-10001078,24/11/2016,25.824,1
65,KM-16720,OFF-PA-10003892,24/11/2016,146.73,1
66,KM-16720,FUR-FU-10000397,24/11/2016,79.76,1
67,PS-18970,FUR-CH-10001146,30/04/2016,213.115,1
68,BS-11590,OFF-AR-10002671,05/12/2015,1113.024,1
69,BS-11590,TEC-PH-10002726,05/12/2015,167.968,1
70,KD-16270,OFF-PA-10000482,04/06/2017,75.88,1
71,HM-14980,OFF-BI-10004654,18/09/2017,4.616,1
72,TB-21520,OFF-PA-10004675,14/09/2018,19.05,1
73,JE-15745,FUR-CH-10000513,26/04/2016,831.936,1
74,JE-15745,FUR-FU-10003708,26/04/2016,97.04,1
75,JE-15745,OFF-ST-10004123,26/04/2016,72.784,1
76,KB-16600,OFF-BI-10004182,09/12/2018,1.248,1
77,KB-16600,FUR-FU-10000260,09/12/2018,9.708,1
78,KB-16600,OFF-ST-10000615,09/12/2018,27.24,1
79,JE-15745,FUR-FU-10003194,26/11/2015,19.3,1
80,SC-20770,OFF-AP-10002118,12/06/2017,208.16,1
81,SC-20770,OFF-BI-10002309,12/06/2017,16.74,1
82,DN-13690,OFF-AR-10002053,12/10/2015,14.9,1
83,DN-13690,OFF-ST-10002370,12/10/2015,21.39,1
84,JC-16105,OFF-EN-10000927,03/09/2016,200.984,1
85,CS-12400,OFF-ST-10003656,13/11/2018,230.376,1
86,PO-18865,FUR-CH-10000863,28/05/2018,301.96,1
87,PG-18895,TEC-AC-10001998,26/10/2018,19.99,1
88,PG-18895,OFF-LA-10000134,26/10/2018,6.16,1
89,GM-14455,OFF-ST-10003442,05/04/2017,158.368,1
90,JS-15685,OFF-AR-10004930,17/09/2017,20.1,1
91,JS-15685,TEC-PH-10004093,17/09/2017,73.584,1
92,JS-15685,OFF-PA-10000304,17/09/2017,6.48,1
93,KB-16315,OFF-PA-10003177,31/01/2016,12.96,1
94,KB-16315,FUR-FU-10003799,31/01/2016,53.34,1
95,KB-16315,OFF-BI-10002852,31/01/2016,32.96,1
96,RB-19705,OFF-BI-10004738,06/11/2018,5.682,1
97,PN-18775,FUR-FU-10000629,09/11/2018,96.53,1
98,KD-16345,OFF-BI-10001721,17/06/2018,51.312,1
99,ER-13855,OFF-AP-10000358,06/09/2017,77.88,1
100,RB-19465,OFF-PA-10003256,29/08/2017,64.624,1
101,RB-19465,TEC-AC-10001767,29/08/2017,95.976,1
102,RB-19465,OFF-BI-10002609,29/08/2017,1.788,1
103,GZ-14470,OFF-PA-10004040,01/12/2017,23.92,1
104,LC-16870,TEC-AC-10001552,13/11/2016,238.896,1
105,LC-16870,FUR-FU-10004006,13/11/2016,102.36,1
106,LC-16870,OFF-BI-10002794,13/11/2016,36.882,1
107,JM-15250,TEC-AC-10003499,23/11/2018,74.112,1
108,JM-15250,TEC-PH-10002844,23/11/2018,27.992,1
109,JM-15250,OFF-AR-10000390,23/11/2018,3.304,1
110,PA-19060,TEC-AC-10000844,15/10/2016,339.96,1
111,CV-12805,FUR-FU-10001934,25/12/2018,41.96,1
112,CL-12565,OFF-AR-10000380,03/11/2017,75.96,1
113,CL-12565,OFF-BI-10003981,03/11/2017,27.24,1
114,RC-19960,OFF-FA-10000621,25/08/2015,40.096,1
115,RC-19960,OFF-EN-10002600,25/08/2015,4.72,1
116,RC-19960,OFF-PA-10004965,25/08/2015,23.976,1
117,RC-19960,OFF-EN-10002504,25/08/2015,130.464,1
118,DK-13090,FUR-TA-10001768,02/03/2016,787.53,1
119,GG-14650,OFF-BI-10003650,05/04/2016,157.794,1
120,SC-20725,FUR-FU-10002157,12/06/2017,47.04,1
121,SC-20725,OFF-BI-10003910,12/06/2017,30.84,1
122,SC-20725,OFF-ST-10000777,12/06/2017,226.56,1
123,SC-20725,OFF-EN-10002500,12/06/2017,115.02,1
124,SC-20725,TEC-PH-10003875,12/06/2017,68.04,1
125,AD-10180,FUR-CH-10004063,26/12/2015,600.558,1
126,PF-19165,FUR-TA-10004534,20/09/2015,617.7,1
127,TS-21610,OFF-BI-10003274,05/11/2018,2.388,1
128,TS-21610,OFF-ST-10002974,05/11/2018,243.992,1
129,LS-16975,FUR-CH-10001146,06/11/2017,81.424,1
130,LS-16975,FUR-FU-10003773,06/11/2017,238.56,1
131,DW-13585,TEC-PH-10002293,02/02/2018,59.97,1
132,DW-13585,OFF-PA-10002377,02/02/2018,78.304,1
133,DW-13585,OFF-FA-10002780,02/02/2018,21.456,1
134,LC-16885,OFF-PA-10001804,13/10/2017,20.04,1
135,LC-16885,OFF-PA-10001736,13/10/2017,35.44,1
136,LC-16885,OFF-AR-10001149,13/10/2017,11.52,1
137,LC-16885,OFF-FA-10002988,13/10/2017,4.02,1
138,LC-16885,OFF-BI-10004781,13/10/2017,76.176,1
139,LC-16885,OFF-SU-10001218,13/10/2017,65.88,1
140,LC-16885,FUR-FU-10001706,13/10/2017,43.12,1
141,JD-15895,FUR-FU-10004848,05/09/2017,82.8,1
142,SH-19975,OFF-AR-10000940,18/09/2018,8.82,1
143,SH-19975,OFF-EN-10004030,18/09/2018,10.86,1
144,SH-19975,OFF-PA-10004327,18/09/2018,143.7,1
145,SG-20080,OFF-AP-10001058,22/12/2018,839.43,1
146,HA-14920,OFF-ST-10003656,07/09/2016,671.93,1
147,MG-17680,FUR-FU-10000521,22/10/2015,93.888,1
148,JE-16165,TEC-PH-10000215,05/12/2017,384.45,1
149,JE-16165,TEC-PH-10001448,05/12/2017,149.97,1
150,JE-16165,FUR-CH-10000454,05/12/2017,1951.84,1
151,JE-16165,OFF-BI-10002735,05/12/2017,171.55,1
152,TW-21025,OFF-AP-10000326,13/03/2017,157.92,1
153,TW-21025,TEC-PH-10001254,13/03/2017,203.184,1
154,SP-20650,OFF-PA-10001950,31/05/2016,58.38,1
155,SP-20650,OFF-PA-10002254,31/05/2016,105.52,1
156,SP-20650,OFF-ST-10001590,31/05/2016,80.88,1
157,NK-18490,OFF-AR-10001547,28/05/2016,6.63,1
158,DB-13060,FUR-CH-10004063,01/03/2015,457.568,1
159,NP-18670,OFF-LA-10002475,20/11/2017,14.62,1
160,NP-18670,TEC-PH-10004536,20/11/2017,944.93,1
161,TT-21070,OFF-PA-10002751,11/05/2017,5.98,1
162,EM-13960,TEC-AC-10003657,28/12/2016,54.384,1
163,RD-19900,OFF-EN-10001990,16/11/2017,28.4,1
164,MJ-17740,OFF-BI-10004002,07/11/2017,27.68,1
165,BM-11140,OFF-AR-10004441,08/09/2015,9.936,1
166,BM-11140,TEC-MA-10000822,08/09/2015,8159.952,1
167,BM-11140,OFF-ST-10000991,08/09/2015,275.928,1
168,BM-11140,FUR-CH-10004287,08/09/2015,1740.06,1
169,BM-11140,OFF-AR-10002656,08/09/2015,32.064,1
170,BM-11140,OFF-AP-10002518,08/09/2015,177.98,1
171,BM-11140,TEC-PH-10003931,08/09/2015,143.976,1
172,CS-12130,OFF-PA-10000659,05/08/2015,20.94,1
173,CS-12130,OFF-PA-10001144,05/08/2015,110.96,1
174,CS-12130,FUR-CH-10003817,05/08/2015,340.144,1
175,JB-15400,OFF-AP-10000891,14/09/2015,52.448,1
176,JB-15400,OFF-LA-10003148,14/09/2015,20.16,1
177,SJ-20500,OFF-AP-10002684,21/04/2018,97.264,1
178,JE-15745,FUR-CH-10004698,21/11/2016,396.802,1
179,JE-15745,OFF-SU-10002189,21/11/2016,15.88,1
180,JK-15640,OFF-AR-10001940,15/12/2016,3.28,1
181,DK-13150,OFF-ST-10003455,05/12/2015,24.816,1
182,DK-13150,TEC-AC-10004659,05/12/2015,408.744,1
183,RM-19675,TEC-PH-10003273,19/11/2015,503.96,1
184,RM-19675,TEC-PH-10004896,19/11/2015,149.95,1
185,RM-19675,TEC-AC-10002345,19/11/2015,29.0,1
186,SK-19990,OFF-BI-10001890,28/11/2017,7.16,1
187,FM-14290,TEC-AC-10002323,26/08/2015,176.8,1
188,AM-10360,OFF-ST-10001328,16/07/2017,37.224,1
189,AM-10360,OFF-PA-10001950,16/07/2017,20.016,1
190,MP-17470,FUR-BO-10002613,12/10/2016,899.136,1
191,MP-17470,TEC-PH-10001552,12/10/2016,71.76,1
192,MP-17470,OFF-PA-10000061,12/10/2016,51.84,1
193,MP-17470,FUR-BO-10002545,12/10/2016,626.352,1
194,MP-17470,OFF-AR-10003514,12/10/2016,19.9,1
195,MZ-17515,OFF-EN-10001509,31/10/2016,14.28,1
196,CB-12025,OFF-AR-10004685,21/03/2015,7.408,1
197,CB-12025,OFF-AR-10004027,21/03/2015,6.048,1
198,VM-21685,OFF-ST-10001414,06/11/2018,46.26,1
199,FH-14365,OFF-BI-10000343,06/07/2018,2.946,1
200,FH-14365,OFF-PA-10002749,06/07/2018,16.056,1
201,MB-17305,OFF-PA-10002666,24/06/2018,21.744,1
202,BS-11755,FUR-TA-10004289,03/08/2015,218.75,1
203,BS-11755,OFF-AP-10003622,03/08/2015,2.6,1
204,LC-17140,OFF-AP-10003217,17/12/2018,66.284,1
205,HK-14890,FUR-FU-10002960,03/06/2018,35.168,1
206,LE-16810,TEC-PH-10001918,09/12/2018,444.768,1
207,JH-15985,OFF-ST-10000642,01/12/2018,83.92,1
208,JH-15985,TEC-PH-10001700,01/12/2018,131.98,1
209,JH-15985,OFF-BI-10003274,01/12/2018,15.92,1
210,JH-15985,OFF-FA-10000134,01/12/2018,52.29,1
211,JH-15985,OFF-ST-10001522,01/12/2018,91.99,1
212,MS-17980,TEC-AC-10001266,09/02/2016,20.8,1
213,VW-21775,OFF-LA-10004544,02/01/2016,23.68,1
214,VW-21775,FUR-BO-10004695,02/01/2016,452.45,1
215,VW-21775,TEC-PH-10002844,02/01/2016,62.982,1
216,VW-21775,TEC-MA-10000864,02/01/2016,1188.0,1
217,VW-21775,TEC-AC-10000109,02/01/2016,89.584,1
218,JH-15910,OFF-ST-10001328,28/10/2017,93.06,1
219,JH-15910,TEC-PH-10002563,28/10/2017,302.376,1
220,JB-15925,OFF-FA-10000585,24/12/2016,5.584,1
221,JB-15925,OFF-PA-10004000,24/12/2016,22.704,1
222,JB-15925,OFF-BI-10002852,24/12/2016,19.776,1
223,JB-15925,FUR-FU-10000087,24/12/2016,72.704,1
224,JB-15925,TEC-MA-10001148,24/12/2016,479.988,1
225,JB-15925,OFF-AR-10001958,24/12/2016,27.168,1
226,DS-13180,OFF-AR-10001026,09/08/2016,2.2,1
227,DS-13180,FUR-TA-10003748,09/08/2016,622.45,1
228,DS-13180,OFF-ST-10002485,09/08/2016,21.98,1
229,VD-21670,FUR-CH-10004860,28/02/2016,161.568,1
230,VD-21670,FUR-CH-10004477,28/02/2016,389.696,1
231,EA-14035,OFF-BI-10001679,13/09/2015,18.648,1
232,CS-12400,FUR-TA-10001705,07/04/2018,233.86,1
233,CS-12400,FUR-TA-10003473,07/04/2018,620.6145,1
234,CS-12400,OFF-BI-10001679,07/04/2018,5.328,1
235,CS-12400,FUR-FU-10004017,07/04/2018,258.072,1
236,CS-12400,TEC-AC-10003832,07/04/2018,617.976,1
237,DB-13120,OFF-PA-10002479,12/11/2018,10.56,1
238,KL-16645,OFF-PA-10003349,04/06/2017,25.92,1
239,KL-16645,FUR-FU-10000576,04/06/2017,419.68,1
240,KL-16645,FUR-FU-10004351,04/06/2017,11.688,1
241,KL-16645,TEC-PH-10000011,04/06/2017,31.984,1
242,KL-16645,FUR-TA-10002607,04/06/2017,177.225,1
243,KL-16645,FUR-FU-10002505,04/06/2017,4.044,1
244,KL-16645,OFF-AR-10004685,04/06/2017,7.408,1
245,DW-13480,FUR-CH-10004063,01/06/2015,2001.86,1
246,DW-13480,OFF-ST-10002276,01/06/2015,166.72,1
247,DW-13480,OFF-PA-10004082,01/06/2015,47.88,1
248,DW-13480,OFF-AP-10002945,01/06/2015,1503.25,1
249,DW-13480,OFF-PA-10000061,01/06/2015,25.92,1
250,LH-17155,FUR-CH-10002965,10/12/2017,321.568,1
251,KC-16540,OFF-PA-10004569,11/09/2017,7.61,1
252,KC-16540,TEC-AC-10003832,11/09/2017,3347.37,1
253,DL-13315,OFF-ST-10001228,10/12/2017,80.58,1
254,DL-13315,OFF-EN-10003296,10/12/2017,361.92,1
255,DR-12880,FUR-FU-10002505,28/11/2016,12.132,1
256,DR-12880,OFF-ST-10004804,28/11/2016,82.368,1
257,DR-12880,OFF-ST-10001590,28/11/2016,53.92,1
258,DR-12880,TEC-PH-10001580,28/11/2016,647.904,1
259,CC-12670,TEC-AC-10000290,01/12/2018,20.37,1
260,CC-12670,OFF-ST-10002790,01/12/2018,221.55,1
261,CC-12670,OFF-BI-10003460,01/12/2018,17.52,1
262,Dl-13600,OFF-AP-10002203,08/06/2018,1.624,1
263,SB-20290,TEC-MA-10000822,19/09/2015,3059.982,1
264,SB-20290,TEC-MA-10003353,19/09/2015,2519.958,1
265,RC-19825,TEC-PH-10001433,06/06/2017,328.224,1
266,AH-10210,TEC-AC-10004469,10/11/2016,79.9,1
267,CB-12535,OFF-AR-10003602,16/06/2018,14.016,1
268,PG-18895,OFF-FA-10003472,22/01/2017,7.56,1
269,CA-12310,OFF-ST-10004180,09/12/2018,37.208,1
270,CA-12310,OFF-EN-10004386,09/12/2018,57.576,1
271,KH-16690,OFF-ST-10003208,28/12/2018,725.84,1
272,HA-14920,TEC-AC-10003628,30/07/2016,209.93,1
273,HA-14920,FUR-FU-10003274,30/07/2016,5.28,1
274,HA-14920,OFF-BI-10002557,30/07/2016,10.92,1
275,BB-10990,OFF-PA-10002615,16/09/2018,8.82,1
276,BB-10990,OFF-AR-10001427,16/09/2018,5.98,1
277,AG-10495,OFF-PA-10000673,13/10/2018,11.648,1
278,AG-10495,OFF-PA-10004470,13/10/2018,18.176,1
279,AG-10495,OFF-ST-10000876,13/10/2018,59.712,1
280,AG-10495,OFF-LA-10002043,13/10/2018,24.84,1
281,SC-20725,OFF-BI-10004967,26/09/2016,2.08,1
282,SC-20725,TEC-PH-10001760,26/09/2016,1114.4,1
283,JO-15280,FUR-TA-10002903,02/11/2016,1038.84,1
284,TB-21520,OFF-PA-10000474,26/09/2016,141.76,1
285,TB-21520,TEC-AC-10001956,26/09/2016,239.8,1
286,TB-21520,OFF-PA-10004100,26/09/2016,31.104,1
287,AH-10195,OFF-BI-10000778,18/12/2017,254.058,1
288,AH-10195,OFF-AP-10002684,18/12/2017,194.528,1
289,AH-10195,OFF-SU-10000646,18/12/2017,961.48,1
290,NZ-18565,OFF-FA-10002983,20/11/2017,19.096,1
291,NZ-18565,OFF-LA-10004689,20/11/2017,18.496,1
292,NZ-18565,TEC-AC-10002001,20/11/2017,255.984,1
293,NZ-18565,FUR-BO-10004709,20/11/2017,86.97,1
294,KL-16555,FUR-FU-10004091,26/12/2015,300.416,1
295,KL-16555,FUR-CH-10001891,26/12/2015,230.352,1
296,KL-16555,FUR-FU-10002918,26/12/2015,218.352,1
297,KL-16555,OFF-BI-10004593,26/12/2015,78.6,1
298,KL-16555,OFF-FA-10004854,26/12/2015,27.552,1
299,JD-15895,OFF-PA-10002105,28/10/2017,32.4,1
300,JD-15895,OFF-ST-10002756,28/10/2017,1082.48,1
301,JD-15895,OFF-PA-10004243,28/10/2017,56.91,1
302,JD-15895,FUR-FU-10001861,28/10/2017,77.6,1
303,JD-15895,OFF-BI-10002706,28/10/2017,14.28,1
304,JH-15910,FUR-TA-10002533,19/11/2018,219.075,1
305,AS-10225,FUR-FU-10002671,04/05/2016,26.8,1
306,KB-16600,OFF-AR-10003651,30/12/2015,9.84,1
307,CR-12625,OFF-BI-10001072,01/06/2015,45.48,1
308,CR-12625,OFF-AR-10002135,01/06/2015,289.2,1
309,SH-20395,OFF-AR-10002804,15/04/2018,4.89,1
310,BP-11185,FUR-FU-10001918,12/09/2017,15.136,1
311,BP-11185,FUR-CH-10004086,12/09/2017,466.768,1
312,BP-11185,FUR-FU-10001756,12/09/2017,15.232,1
313,BP-11185,OFF-LA-10000634,12/09/2017,6.264,1
314,TS-21205,FUR-FU-10001588,27/09/2015,87.54,1
315,AG-10525,TEC-PH-10002398,09/08/2015,178.384,1
316,AG-10525,OFF-PA-10001937,09/08/2015,15.552,1
317,SP-20860,OFF-AR-10003373,28/12/2015,99.136,1
318,NM-18445,FUR-CH-10002602,04/11/2015,135.882,1
319,NM-18445,TEC-MA-10002927,04/11/2015,3991.98,1
320,NM-18445,TEC-PH-10004093,04/11/2015,275.94,1
321,NM-18445,TEC-AC-10000892,04/11/2015,360.0,1
322,NM-18445,OFF-ST-10002974,04/11/2015,43.57,1
323,FA-14230,OFF-FA-10000624,19/09/2015,7.16,1
324,GK-14620,OFF-BI-10004593,23/04/2017,251.52,1
325,GK-14620,TEC-AC-10001908,23/04/2017,99.99,1
326,DJ-13510,FUR-FU-10001967,03/11/2018,15.992,1
327,PO-18850,TEC-PH-10003645,30/08/2017,290.898,1
328,PO-18850,OFF-ST-10000675,30/08/2017,54.224,1
329,PO-18850,FUR-CH-10003312,30/08/2017,786.744,1
330,PO-18850,OFF-LA-10001074,30/08/2017,100.24,1
331,PO-18850,OFF-BI-10001524,30/08/2017,37.764,1
332,JL-15850,TEC-PH-10004614,25/04/2017,82.8,1
333,JL-15850,OFF-BI-10001153,25/04/2017,20.724,1
334,JL-15850,OFF-BI-10001982,25/04/2017,4.896,1
335,DB-13615,OFF-BI-10001922,01/09/2016,4.752,1
336,DB-13615,TEC-CO-10001449,01/09/2016,959.984,1
337,DB-13615,OFF-BI-10004140,01/09/2016,14.368,1
338,AC-10420,OFF-BI-10003314,12/07/2015,7.712,1
339,AC-10420,FUR-TA-10004575,12/07/2015,698.352,1
340,KL-16645,OFF-FA-10000490,22/06/2016,4.96,1
341,JD-15895,OFF-AR-10000122,13/04/2015,17.856,1
342,JD-15895,OFF-BI-10003656,13/04/2015,509.97,1
343,JD-15895,OFF-FA-10002780,13/04/2015,30.992,1
344,JD-15895,TEC-PH-10000702,13/04/2015,71.928,1
345,CS-12130,OFF-ST-10000107,20/12/2016,88.8,1
346,CC-12550,TEC-PH-10002293,15/06/2018,47.976,1
347,TD-20995,OFF-AR-10004027,08/07/2018,7.56,1
348,TD-20995,OFF-PA-10000249,08/07/2018,24.56,1
349,TD-20995,OFF-AR-10001374,08/07/2018,12.96,1
350,AB-10060,TEC-AC-10000290,01/09/2017,6.79,1
351,AB-10060,OFF-PA-10001970,01/09/2017,24.56,1
352,AB-10060,OFF-BI-10002160,01/09/2017,3.048,1
353,AB-10060,OFF-PA-10001970,01/09/2017,49.12,1
354,AB-10060,OFF-BI-10004995,01/09/2017,4355.168,1
355,JL-15505,FUR-BO-10002268,08/04/2017,388.704,1
356,JL-15505,OFF-EN-10001137,08/04/2017,8.26,1
357,JL-15505,OFF-AR-10002399,08/04/2017,17.04,1
358,JL-15505,OFF-PA-10002713,08/04/2017,34.4,1
359,HK-14890,OFF-PA-10002666,23/04/2017,36.24,1
360,VB-21745,OFF-AP-10001124,08/03/2018,647.84,1
361,VB-21745,OFF-LA-10001158,08/03/2018,20.7,1
362,KW-16435,OFF-LA-10001158,25/09/2018,20.7,1
363,KW-16435,FUR-CH-10000785,25/09/2018,488.646,1
364,KW-16435,OFF-AR-10003732,25/09/2018,5.56,1
365,KW-16435,FUR-FU-10000023,25/09/2018,47.12,1
366,JD-16060,OFF-ST-10001713,24/09/2015,211.96,1
367,MK-17905,OFF-BI-10002412,21/10/2017,23.2,1
368,MK-17905,OFF-SU-10001225,21/10/2017,7.36,1
369,MK-17905,OFF-ST-10002406,21/10/2017,104.79,1
370,MK-17905,FUR-BO-10002545,21/10/2017,1043.92,1
371,GT-14755,OFF-PA-10002036,29/05/2018,25.92,1
372,GT-14755,OFF-ST-10002205,29/05/2018,53.424,1
373,AG-10900,OFF-BI-10001982,23/07/2015,8.16,1
374,AG-10900,TEC-AC-10003911,23/07/2015,1023.936,1
375,AG-10900,OFF-AR-10000658,23/07/2015,9.24,1
376,AG-10900,TEC-AC-10002076,23/07/2015,479.04,1
377,MM-18280,OFF-PA-10003039,28/09/2017,99.136,1
378,AR-10405,FUR-TA-10004915,27/08/2018,1488.424,1
379,RA-19915,OFF-AP-10000696,28/04/2016,8.652,1
380,RA-19915,OFF-ST-10003327,28/04/2016,23.832,1
381,RA-19915,OFF-BI-10000309,28/04/2016,12.176,1
382,AS-10285,OFF-PA-10004734,28/10/2017,50.96,1
383,AS-10285,OFF-BI-10002225,28/10/2017,49.536,1
384,LA-16780,TEC-AC-10004708,26/06/2016,41.9,1
385,DO-13435,FUR-TA-10000617,27/11/2016,375.4575,1
386,DO-13435,TEC-AC-10002335,27/11/2016,83.976,1
387,DK-13225,TEC-MA-10001681,03/12/2016,482.34,1
388,DK-13225,FUR-FU-10001935,03/12/2016,2.96,1
389,NG-18430,OFF-AR-10004757,24/11/2015,2.624,1
390,MV-18190,OFF-BI-10000050,11/12/2018,23.36,1
391,MV-18190,TEC-AC-10001998,11/12/2018,39.98,1
392,JG-15115,TEC-PH-10003012,21/09/2015,246.384,1
393,JG-15115,TEC-CO-10002313,21/09/2015,1799.97,1
394,BP-11095,OFF-BI-10003982,07/06/2015,12.462,1
395,VP-21730,OFF-BI-10004492,30/06/2018,75.792,1
396,SS-20140,OFF-ST-10000798,17/10/2018,49.96,1
397,SS-20140,OFF-PA-10002552,17/10/2018,12.96,1
398,HP-14815,OFF-SU-10002573,31/10/2016,70.12,1
399,AG-10675,OFF-ST-10001580,08/09/2017,35.952,1
400,AG-10675,FUR-BO-10004834,08/09/2017,2396.2656,1
401,AG-10675,OFF-ST-10000934,08/09/2017,131.136,1
402,AG-10675,TEC-AC-10000158,08/09/2017,57.584,1
403,LF-17185,OFF-PA-10001947,24/12/2015,9.568,1
404,SP-20650,OFF-AR-10003478,16/04/2015,39.072,1
405,RF-19840,OFF-AP-10004249,24/12/2018,35.91,1
406,KH-16510,TEC-AC-10000158,08/12/2018,179.95,1
407,KH-16510,TEC-CO-10004115,08/12/2018,1199.976,1
408,KH-16510,OFF-PA-10003724,08/12/2018,27.15,1
409,KH-16510,FUR-TA-10002041,08/12/2018,1004.024,1
410,KH-16510,OFF-PA-10002893,08/12/2018,9.68,1
411,KH-16510,OFF-LA-10003766,08/12/2018,28.35,1
412,KH-16510,OFF-PA-10001970,08/12/2018,55.98,1
413,KH-16510,FUR-BO-10001972,08/12/2018,1336.829,1
414,KH-16510,FUR-CH-10003956,08/12/2018,113.568,1
415,KC-16675,OFF-PA-10000157,03/11/2018,139.86,1
416,KC-16675,FUR-CH-10001891,03/11/2018,307.136,1
417,CJ-12010,OFF-AR-10004344,24/06/2018,95.92,1
418,PB-19150,FUR-CH-10004886,14/04/2017,383.8,1
419,VB-21745,OFF-PA-10003845,06/11/2018,5.78,1
420,SP-20860,OFF-AR-10001573,04/03/2018,9.32,1
421,SP-20860,OFF-EN-10000483,04/03/2018,15.25,1
422,JE-15745,TEC-AC-10004114,22/06/2015,196.752,1
423,MP-17965,FUR-FU-10004712,19/10/2018,56.56,1
424,MP-17965,OFF-ST-10000918,19/10/2018,32.7,1
425,NF-18385,FUR-CH-10000015,21/08/2018,866.4,1
426,JM-15265,FUR-FU-10003347,23/11/2018,28.4,1
427,JM-15265,OFF-BI-10001543,23/11/2018,287.92,1
428,SD-20485,TEC-MA-10000029,12/09/2015,69.99,1
429,KH-16630,OFF-AR-10000369,01/10/2018,6.672,1
430,RB-19795,OFF-BI-10004584,15/04/2017,189.588,1
431,RB-19795,TEC-AC-10004659,15/04/2017,408.744,1
432,RB-19795,TEC-AC-10004659,15/04/2017,291.96,1
433,RB-19795,OFF-ST-10000617,15/04/2017,4.768,1
434,DB-13060,OFF-ST-10003306,06/06/2017,714.3,1
